22.38767819	13.71014255
12.05053873	9.440430985
55.62344845	43.29875876
74.1250798	54.10006384
88.57335115	66.65868092
68.42466454	54.53973163
97.36508032	79.69206426
86.23024197	69.78419358
32.19407165	24.55525732
92.59572229	75.87657783
7.125334731	-0.499732215
52.35348166	45.68278533
45.55600378	36.24480303
95.46119657	79.16895726
47.72741073	32.98192858
4.446792226	-1.642566219
30.73915397	26.39132317
3.701005173	4.760804139
15.19219741	14.95375793
16.0524937	8.641994957
89.16358412	66.13086729
52.64817173	43.91853738
98.56677191	81.65341752
44.47443151	32.37954521
19.16338848	12.13071078
9.602753099	6.482202479
7.420954529	2.736763623
87.02306048	73.41844838
33.11000257	28.28800206
90.44962318	76.15969854
65.90610677	47.52488541
87.82321195	66.05856956
19.40558662	14.3244693
46.1535169	34.72281352
8.439945996	3.551956797
90.37735374	68.10188299
13.15922026	9.327376204
10.46223313	2.169786504
62.3414949	52.67319592
92.23195286	72.58556229
59.94714304	47.75771443
84.45525415	64.36420332
16.99737334	13.39789867
48.66811211	35.73448969
18.54615509	14.63692407
34.873984	24.6991872
34.46423612	29.37138889
61.03780239	43.63024192
95.1607076	72.92856608
2.777708386	-0.977833291
89.89983319	74.71986655
62.32350076	45.65880061
31.03568276	21.6285462
18.48002293	9.584018344
28.41010173	26.52808138
72.69859987	59.9588799
90.61281765	76.29025412
40.96929769	26.57543816
36.42194338	22.9375547
70.22696197	59.98156958
0.401391481	-3.878886815
57.34087502	48.67270001
31.16655667	26.73324534
56.18519582	40.74815666
3.299223961	2.439379169
47.08404967	33.46723974
76.18087166	60.74469732
58.17152482	43.33721986
7.680996474	0.944797179
65.12829943	50.90263954
82.35392526	67.68314021
91.22439532	66.77951625
44.54754901	29.43803921
92.31265679	68.65012543
78.61993848	66.69595079
86.35590397	68.88472317
21.57497624	13.05998099
28.63159105	25.70527284
24.00896317	13.00717054
82.5868054	69.86944432
10.26823314	7.014586515
82.56512017	63.85209613
37.55836586	23.84669269
8.260320086	8.408256069
63.50286408	53.60229127
56.10667348	42.68533879
9.715514141	3.572411312
75.18918247	59.95134598
3.235884138	3.388707311
53.08336404	40.26669123
70.6420834	56.31366672
67.40860303	50.72688242
65.56830229	56.25464183
79.03355263	67.02684211
78.08038675	62.2643094
76.71849943	56.17479955
52.54109645	39.83287716
15.06938501	14.85550801
66.64466652	55.11573322
59.60381048	46.48304838
